X,Y,LT,LD,SL,DD,RF,LULC,SO,AL,TWI,PC,Yields,Class
767680.0,9215688.0,12.0,0.928,6.505,2.734,3462.19,1.0,2.0,1342.0,4.644,1.0,6.0,2.0
793357.0,9240404.0,11.0,1.15,10.888,2.208,5162.169,1.0,3.0,1020.0,4.75,3.0,6.0,2.0
767440.0,9210181.0,8.0,0.189,17.349,1.396,3323.676,1.0,2.0,1580.0,4.496,3.0,6.9,2.0
773609.0,9213606.0,12.0,0.892,21.312,2.575,3450.331,1.0,2.0,1140.0,4.989,0.0,7.74,2.0
797065.0,9238639.0,11.0,0.611,9.794,2.619,5028.311,1.0,3.0,870.0,4.986,-6.0,8.0,2.0
779110.0,9212394.0,6.0,1.416,21.223,3.116,3567.021,5.0,2.0,1062.0,12.379,0.0,8.11,2.0
774022.0,9211270.0,12.0,1.244,2.291,4.693,3388.891,1.0,2.0,1246.0,6.172,3.0,8.45,2.0
777899.0,9209360.0,6.0,0.746,13.059,3.376,3408.381,5.0,2.0,1391.0,7.095,3.0,8.48,2.0
783045.0,9214210.0,6.0,0.0,13.518,1.763,3721.046,1.0,2.0,883.0,5.075,-1.0,8.82,2.0
815853.0,9222378.0,5.0,0.0,15.793,3.376,4081.246,1.0,2.0,940.0,4.528,-3.0,10.0,3.0
802867.0,9218124.0,6.0,0.0,7.429,2.07,3899.689,1.0,2.0,731.0,5.794,3.0,10.0,3.0
801527.0,9216819.0,6.0,0.311,0.0,2.949,3866.782,4.0,2.0,802.0,5.98,0.0,10.0,3.0
774842.0,9208986.0,12.0,0.84,25.996,4.01,3347.19,5.0,2.0,1526.0,3.462,-3.0,10.0,3.0
800423.0,9240699.0,11.0,1.615,8.089,3.255,5187.654,5.0,3.0,1258.0,4.593,-1.0,10.0,3.0
799687.0,9221636.0,4.0,0.0,3.337,3.877,4028.955,4.0,3.0,702.0,8.171,2.0,10.0,3.0
776291.0,9221722.0,18.0,0.206,6.303,2.682,3891.765,4.0,3.0,814.0,6.03,-3.0,10.0,3.0
776056.0,9221638.0,18.0,0.267,9.09,2.478,3884.287,1.0,3.0,819.0,5.256,0.0,10.0,3.0
776112.0,9221685.0,18.0,0.242,11.143,2.551,3887.739,1.0,3.0,813.0,4.761,-4.0,10.0,3.0
775751.0,9221212.0,18.0,0.405,7.209,1.975,3859.461,4.0,3.0,823.0,7.825,-3.0,10.0,3.0
782200.0,9210103.0,6.0,1.544,31.53,2.909,3499.5,1.0,2.0,1080.0,3.874,3.0,11.68,3.0
768134.0,9212199.0,12.0,0.446,8.878,0.932,3361.416,4.0,2.0,1402.0,10.701,-2.0,12.0,3.0
816512.0,9222777.0,5.0,0.0,8.207,1.973,4081.907,1.0,2.0,861.0,7.569,3.0,14.0,3.0
801982.0,9217528.0,6.0,0.0,2.429,2.926,3889.979,1.0,2.0,774.0,8.394,2.0,15.0,3.0
805741.0,9212399.0,3.0,0.589,15.218,4.799,3766.251,1.0,2.0,1122.0,5.103,2.0,15.0,3.0
805213.0,9215941.0,3.0,0.0,4.714,2.942,3873.548,1.0,2.0,812.0,8.177,0.0,15.0,3.0
803309.0,9214153.0,3.0,0.175,6.147,4.022,3800.491,1.0,2.0,833.0,6.048,3.0,15.0,3.0
784361.0,9207375.0,6.0,1.44,6.505,2.11,3411.686,1.0,2.0,1410.0,11.233,-1.0,15.85,3.0
817100.0,9222296.0,5.0,0.232,5.111,2.415,4107.179,4.0,2.0,894.0,5.481,1.0,16.0,3.0
815987.0,9222574.0,5.0,0.0,8.878,2.924,4074.584,4.0,2.0,874.0,5.613,-2.0,16.0,3.0
782005.0,9210456.0,6.0,1.518,33.101,2.865,3508.508,1.0,2.0,1023.0,20.199,3.0,16.0,3.0
795328.0,9239545.0,11.0,0.572,9.922,3.299,5093.019,1.0,3.0,948.0,3.924,-6.0,16.0,3.0
821010.0,9221386.0,11.0,0.615,21.801,3.163,4163.985,4.0,2.0,783.0,4.569,-3.0,16.4,3.0
785743.0,9212770.0,6.0,0.595,7.209,3.011,3688.734,1.0,2.0,1129.0,5.449,-4.0,17.9,3.0
795289.0,9241021.0,11.0,0.198,11.115,3.076,5175.01,1.0,3.0,1085.0,10.602,4.0,18.0,3.0
794446.0,9239107.0,11.0,0.56,9.664,3.121,5072.959,1.0,3.0,900.0,5.457,0.0,18.0,3.0
780004.0,9205967.0,6.0,0.0,3.238,3.223,3349.908,1.0,2.0,1461.0,11.408,5.0,18.46,3.0
778059.0,9209138.0,6.0,0.501,11.365,3.202,3402.179,5.0,2.0,1426.0,12.99,2.0,20.0,3.0
804146.0,9212692.0,3.0,0.102,16.254,3.543,3764.896,1.0,2.0,974.0,6.608,0.0,20.0,3.0
805853.0,9218248.0,3.0,0.0,4.574,3.696,3985.651,1.0,2.0,730.0,7.467,0.0,20.0,3.0
795113.0,9242352.0,11.0,0.4,8.985,3.082,5227.133,1.0,3.0,1281.0,4.176,0.0,20.0,3.0
776229.0,9221697.0,18.0,0.227,4.125,2.624,3889.403,4.0,3.0,814.0,6.195,1.0,20.0,3.0
775997.0,9221565.0,18.0,0.29,2.561,2.414,3880.591,4.0,3.0,820.0,10.553,3.0,20.0,3.0
778436.0,9223349.0,18.0,0.397,7.209,2.115,4005.885,4.0,3.0,745.0,7.93,-3.0,20.0,3.0
765137.0,9210088.0,8.0,0.176,8.985,1.734,3282.718,3.0,2.0,1756.0,5.745,-1.0,21.0,3.0
767680.0,9215688.0,12.0,0.928,6.505,2.734,3462.19,1.0,2.0,1342.0,4.644,1.0,22.0,3.0
820685.0,9220510.0,15.0,0.913,13.873,3.725,4110.252,1.0,2.0,801.0,5.497,-2.0,22.1,3.0
805981.0,9212522.0,3.0,0.631,25.018,4.511,3775.335,4.0,2.0,1116.0,5.264,-5.0,23.0,3.0
802943.0,9211611.0,3.0,0.888,14.366,4.097,3714.18,1.0,2.0,1116.0,9.875,2.0,25.0,3.0
800973.0,9240725.0,11.0,1.309,28.262,4.694,5206.08,5.0,3.0,1345.0,3.746,5.0,25.0,3.0
816099.0,9223370.0,5.0,0.0,11.227,2.046,4075.396,1.0,2.0,866.0,5.521,-1.0,26.0,3.0
784046.0,9207439.0,6.0,1.551,9.664,2.397,3415.264,1.0,2.0,1380.0,5.58,4.0,27.04,3.0
796739.0,9239716.0,11.0,0.576,21.912,3.572,5098.345,1.0,3.0,1025.0,5.243,-3.0,28.0,3.0
803163.0,9211902.0,3.0,0.689,21.452,3.651,3728.448,1.0,2.0,1059.0,4.558,3.0,30.0,3.0
805168.0,9215929.0,3.0,0.0,6.505,2.994,3872.985,4.0,2.0,815.0,8.243,3.0,30.0,3.0
805659.0,9212334.0,3.0,0.566,6.455,4.739,3763.555,1.0,2.0,1120.0,5.921,0.0,30.0,3.0
793360.0,9242995.0,11.0,1.386,27.133,2.254,5250.08,5.0,3.0,1127.0,5.003,3.0,30.0,3.0
796876.0,9238593.0,11.0,0.647,19.925,2.591,5026.296,1.0,3.0,876.0,3.511,-1.0,30.0,3.0
775752.0,9221109.0,18.0,0.479,1.146,1.927,3853.977,4.0,3.0,823.0,19.487,0.0,30.0,3.0
768000.0,9215630.0,12.0,0.869,22.407,2.438,3463.638,1.0,2.0,1331.0,5.092,0.0,32.0,4.0
795213.0,9240433.0,11.0,0.305,18.271,3.051,5150.548,1.0,3.0,1017.0,5.315,-5.0,32.0,4.0
816033.0,9222795.0,5.0,0.0,9.365,2.61,4067.923,1.0,2.0,877.0,5.521,0.0,34.0,4.0
794560.0,9241062.0,11.0,0.685,9.632,2.859,5183.331,1.0,3.0,1188.0,5.96,3.0,48.0,4.0
794013.0,9240795.0,11.0,1.165,18.034,2.691,5185.092,1.0,3.0,1135.0,3.645,0.0,60.0,4.0
804040.0,9218507.0,4.0,0.036,4.714,3.686,3922.043,1.0,2.0,706.0,7.83,0.0,80.0,4.0
780193.0,9204607.0,7.0,1.17,5.711,3.487,3327.55,1.0,2.0,1438.0,4.697,-1.0,104.0,4.0
779664.0,9218956.0,6.0,1.191,7.97,2.594,3891.254,1.0,3.0,771.0,12.692,0.0,120.0,4.0
815848.0,9222373.0,5.0,0.0,15.793,3.376,4081.448,1.0,2.0,944.0,4.528,-3.0,,3.0
815848.0,9222378.0,5.0,0.0,15.793,3.376,4081.448,1.0,2.0,944.0,4.528,-3.0,,3.0
815848.0,9222383.0,5.0,0.0,15.793,3.376,4081.448,1.0,2.0,944.0,4.528,-3.0,,3.0
815853.0,9222373.0,5.0,0.0,15.793,3.376,4081.448,1.0,2.0,944.0,4.528,-3.0,,3.0
815853.0,9222383.0,5.0,0.0,15.793,3.376,4081.448,1.0,2.0,944.0,4.528,-3.0,,3.0
815858.0,9222373.0,5.0,0.0,14.133,3.345,4081.246,1.0,2.0,932.0,5.07,0.0,,3.0
815858.0,9222378.0,5.0,0.0,14.133,3.345,4081.246,1.0,2.0,932.0,5.07,0.0,,3.0
815858.0,9222383.0,5.0,0.0,14.133,3.345,4081.246,1.0,2.0,932.0,5.07,0.0,,3.0
802862.0,9218119.0,6.0,0.0,6.652,2.095,3899.615,1.0,2.0,732.0,5.132,0.0,,3.0
802862.0,9218124.0,6.0,0.0,6.652,2.095,3899.615,1.0,2.0,732.0,5.132,0.0,,3.0
802862.0,9218129.0,6.0,0.0,6.652,2.095,3899.615,1.0,2.0,732.0,5.132,0.0,,3.0
802867.0,9218119.0,6.0,0.0,3.619,2.07,3899.689,1.0,2.0,729.0,5.794,0.0,,3.0
802867.0,9218129.0,6.0,0.0,3.619,2.07,3899.689,1.0,2.0,729.0,5.794,0.0,,3.0
802872.0,9218119.0,6.0,0.0,3.619,2.07,3899.689,1.0,2.0,729.0,5.794,0.0,,3.0
802872.0,9218124.0,6.0,0.0,3.619,2.07,3899.689,1.0,2.0,729.0,5.794,0.0,,3.0
802872.0,9218129.0,6.0,0.0,3.619,2.07,3899.689,1.0,2.0,729.0,5.794,0.0,,3.0
801522.0,9216814.0,6.0,0.333,2.561,3.001,3865.625,4.0,2.0,802.0,7.242,3.0,,3.0
801522.0,9216819.0,6.0,0.311,0.0,2.949,3866.782,4.0,2.0,802.0,5.98,0.0,,3.0
801522.0,9216824.0,6.0,0.311,0.0,2.949,3866.782,4.0,2.0,802.0,5.98,0.0,,3.0
801527.0,9216814.0,6.0,0.333,2.561,3.001,3865.625,4.0,2.0,802.0,7.242,3.0,,3.0
801527.0,9216824.0,6.0,0.311,0.0,2.949,3866.782,4.0,2.0,802.0,5.98,0.0,,3.0
801532.0,9216814.0,6.0,0.333,2.561,3.001,3865.625,4.0,2.0,802.0,7.242,3.0,,3.0
801532.0,9216819.0,6.0,0.311,0.0,2.949,3866.782,4.0,2.0,802.0,5.98,0.0,,3.0
801532.0,9216824.0,6.0,0.311,0.0,2.949,3866.782,4.0,2.0,802.0,5.98,0.0,,3.0
774837.0,9208981.0,12.0,0.795,21.363,4.01,3344.104,5.0,2.0,1533.0,3.462,-2.0,,3.0
774837.0,9208986.0,12.0,0.795,21.363,4.01,3344.104,5.0,2.0,1533.0,3.462,-2.0,,3.0
774837.0,9208991.0,12.0,0.84,25.996,4.01,3345.686,5.0,2.0,1522.0,4.282,-3.0,,3.0
774842.0,9208981.0,12.0,0.795,21.363,4.01,3344.104,5.0,2.0,1533.0,3.462,-2.0,,3.0
774842.0,9208991.0,12.0,0.84,25.996,4.01,3345.686,5.0,2.0,1522.0,4.282,-3.0,,3.0
774847.0,9208981.0,12.0,0.761,27.63,4.052,3345.656,5.0,2.0,1523.0,4.832,-3.0,,3.0
774847.0,9208986.0,12.0,0.761,27.63,4.052,3345.656,5.0,2.0,1523.0,4.832,-3.0,,3.0
774847.0,9208991.0,12.0,0.77,25.058,4.056,3347.19,5.0,2.0,1513.0,3.93,4.0,,3.0
800418.0,9240694.0,11.0,1.623,7.298,3.22,5186.68,5.0,2.0,1257.0,5.521,-4.0,,3.0
800418.0,9240699.0,11.0,1.615,8.089,3.255,5187.654,5.0,2.0,1259.0,4.593,-1.0,,3.0
800418.0,9240704.0,11.0,1.615,8.089,3.255,5187.654,5.0,2.0,1259.0,4.593,-1.0,,3.0
800423.0,9240694.0,11.0,1.623,7.298,3.22,5186.68,5.0,2.0,1257.0,5.521,-4.0,,3.0
800423.0,9240704.0,11.0,1.615,8.089,3.255,5187.654,5.0,2.0,1259.0,4.593,-1.0,,3.0
800428.0,9240694.0,11.0,1.623,7.298,3.22,5186.68,5.0,2.0,1257.0,5.521,-4.0,,3.0
800428.0,9240699.0,11.0,1.615,8.089,3.255,5187.654,5.0,2.0,1259.0,4.593,-1.0,,3.0
800428.0,9240704.0,11.0,1.615,8.089,3.255,5187.654,5.0,2.0,1259.0,4.593,-1.0,,3.0
799682.0,9221631.0,4.0,0.0,3.337,3.834,4029.115,4.0,2.0,701.0,10.532,4.0,,3.0
799682.0,9221636.0,4.0,0.0,3.337,3.834,4029.115,4.0,2.0,701.0,10.532,4.0,,3.0
799682.0,9221641.0,4.0,0.0,3.337,3.834,4029.115,4.0,2.0,701.0,10.532,4.0,,3.0
799687.0,9221631.0,4.0,0.0,0.0,3.877,4028.955,4.0,2.0,702.0,8.171,0.0,,3.0
799687.0,9221641.0,4.0,0.0,0.0,3.877,4028.955,4.0,2.0,702.0,8.171,0.0,,3.0
799692.0,9221631.0,4.0,0.0,0.0,3.877,4028.955,4.0,2.0,702.0,8.171,0.0,,3.0
799692.0,9221636.0,4.0,0.0,0.0,3.877,4028.955,4.0,2.0,702.0,8.171,0.0,,3.0
799692.0,9221641.0,4.0,0.0,0.0,3.877,4028.955,4.0,2.0,702.0,8.171,0.0,,3.0
776286.0,9221717.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776286.0,9221722.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776286.0,9221727.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776291.0,9221717.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776291.0,9221727.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776296.0,9221717.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776296.0,9221722.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776296.0,9221727.0,18.0,0.206,4.045,2.682,3891.765,4.0,2.0,814.0,6.03,0.0,,3.0
776051.0,9221633.0,18.0,0.267,4.045,2.478,3884.287,1.0,2.0,819.0,5.256,0.0,,3.0
776051.0,9221638.0,18.0,0.267,4.045,2.478,3884.287,1.0,2.0,819.0,5.256,0.0,,3.0
776051.0,9221643.0,18.0,0.267,4.045,2.478,3884.287,1.0,2.0,819.0,5.256,0.0,,3.0
776056.0,9221633.0,18.0,0.267,4.045,2.478,3884.287,1.0,2.0,819.0,5.256,0.0,,3.0
767995.0,9215625.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
767995.0,9215630.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
767995.0,9215635.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
768000.0,9215625.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
768000.0,9215635.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
768005.0,9215625.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
768005.0,9215630.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
768005.0,9215635.0,12.0,0.869,22.407,2.438,3463.245,1.0,2.0,1335.0,5.092,0.0,,4.0
795208.0,9240428.0,11.0,0.305,18.271,3.051,5151.38,1.0,2.0,1020.0,5.315,-5.0,,4.0
795208.0,9240433.0,11.0,0.305,18.271,3.051,5151.38,1.0,2.0,1020.0,5.315,-5.0,,4.0
795208.0,9240438.0,11.0,0.305,18.271,3.051,5151.38,1.0,2.0,1020.0,5.315,-5.0,,4.0
795213.0,9240428.0,11.0,0.305,18.271,3.051,5151.38,1.0,2.0,1020.0,5.315,-5.0,,4.0
795213.0,9240438.0,11.0,0.305,18.271,3.051,5151.38,1.0,2.0,1020.0,5.315,-5.0,,4.0
795218.0,9240428.0,11.0,0.304,24.443,3.086,5150.548,1.0,2.0,1017.0,4.761,-4.0,,4.0
795218.0,9240433.0,11.0,0.304,24.443,3.086,5150.548,1.0,2.0,1017.0,4.761,-4.0,,4.0
795218.0,9240438.0,11.0,0.304,24.443,3.086,5150.548,1.0,2.0,1017.0,4.761,-4.0,,4.0
816028.0,9222790.0,5.0,0.0,9.365,2.61,4068.257,1.0,2.0,880.0,5.521,0.0,,4.0
816028.0,9222795.0,5.0,0.0,9.365,2.61,4068.257,1.0,2.0,880.0,5.521,0.0,,4.0
816028.0,9222800.0,5.0,0.0,9.365,2.61,4068.257,1.0,2.0,880.0,5.521,0.0,,4.0
816033.0,9222790.0,5.0,0.0,9.365,2.61,4068.257,1.0,2.0,880.0,5.521,0.0,,4.0
816033.0,9222800.0,5.0,0.0,9.365,2.61,4068.257,1.0,2.0,880.0,5.521,0.0,,4.0
816038.0,9222790.0,5.0,0.0,13.895,2.578,4067.923,1.0,2.0,874.0,5.851,0.0,,4.0
816038.0,9222795.0,5.0,0.0,13.895,2.578,4067.923,1.0,2.0,874.0,5.851,0.0,,4.0
816038.0,9222800.0,5.0,0.0,13.895,2.578,4067.923,1.0,2.0,874.0,5.851,0.0,,4.0
794555.0,9241057.0,11.0,0.703,15.02,2.823,5183.329,1.0,2.0,1183.0,6.091,1.0,,4.0
794555.0,9241062.0,11.0,0.712,9.632,2.861,5183.657,1.0,2.0,1186.0,4.91,3.0,,4.0
794555.0,9241067.0,11.0,0.712,9.632,2.861,5183.657,1.0,2.0,1186.0,4.91,3.0,,4.0
794560.0,9241057.0,11.0,0.675,14.554,2.912,5182.964,1.0,2.0,1186.0,4.37,-7.0,,4.0
794560.0,9241067.0,11.0,0.685,9.365,2.859,5183.331,1.0,2.0,1190.0,5.96,1.0,,4.0
794565.0,9241057.0,11.0,0.675,14.554,2.912,5182.964,1.0,2.0,1186.0,4.37,-7.0,,4.0
794565.0,9241062.0,11.0,0.685,9.365,2.859,5183.331,1.0,2.0,1190.0,5.96,1.0,,4.0
794565.0,9241067.0,11.0,0.685,9.365,2.859,5183.331,1.0,2.0,1190.0,5.96,1.0,,4.0
794008.0,9240790.0,11.0,1.165,18.034,2.691,5184.835,1.0,2.0,1134.0,3.645,0.0,,4.0
794008.0,9240795.0,11.0,1.165,18.034,2.691,5184.835,1.0,2.0,1134.0,3.645,0.0,,4.0
794008.0,9240800.0,11.0,1.165,18.034,2.691,5184.835,1.0,2.0,1134.0,3.645,0.0,,4.0
794013.0,9240790.0,11.0,1.165,18.034,2.691,5184.835,1.0,2.0,1134.0,3.645,0.0,,4.0
794013.0,9240800.0,11.0,1.165,18.034,2.691,5184.835,1.0,2.0,1134.0,3.645,0.0,,4.0
794018.0,9240790.0,11.0,1.154,21.261,2.699,5185.092,1.0,2.0,1136.0,5.339,1.0,,4.0
794018.0,9240795.0,11.0,1.154,21.261,2.699,5185.092,1.0,2.0,1136.0,5.339,1.0,,4.0
794018.0,9240800.0,11.0,1.154,21.261,2.699,5185.092,1.0,2.0,1136.0,5.339,1.0,,4.0
804035.0,9218502.0,4.0,0.037,4.714,3.484,3921.213,1.0,2.0,707.0,7.182,0.0,,4.0
804035.0,9218507.0,4.0,0.037,4.714,3.484,3921.213,1.0,2.0,707.0,7.182,0.0,,4.0
804035.0,9218512.0,4.0,0.037,4.714,3.484,3921.213,1.0,2.0,707.0,7.182,0.0,,4.0
804040.0,9218502.0,4.0,0.036,6.505,3.686,3922.043,1.0,2.0,705.0,7.83,-3.0,,4.0
804040.0,9218512.0,4.0,0.036,6.505,3.686,3922.043,1.0,2.0,705.0,7.83,-3.0,,4.0
804045.0,9218502.0,4.0,0.036,6.505,3.686,3922.043,1.0,2.0,705.0,7.83,-3.0,,4.0
804045.0,9218507.0,4.0,0.036,6.505,3.686,3922.043,1.0,2.0,705.0,7.83,-3.0,,4.0
804045.0,9218512.0,4.0,0.036,6.505,3.686,3922.043,1.0,2.0,705.0,7.83,-3.0,,4.0
780188.0,9204602.0,7.0,1.191,5.878,3.487,3326.456,1.0,2.0,1440.0,4.697,1.0,,4.0
780188.0,9204607.0,7.0,1.191,5.878,3.487,3326.456,1.0,2.0,1440.0,4.697,1.0,,4.0
780188.0,9204612.0,7.0,1.17,9.365,3.476,3327.55,1.0,2.0,1436.0,7.934,-6.0,,4.0
780193.0,9204602.0,7.0,1.191,5.878,3.487,3326.456,1.0,2.0,1440.0,4.697,1.0,,4.0
780193.0,9204612.0,7.0,1.17,9.365,3.476,3327.55,1.0,2.0,1436.0,7.934,-6.0,,4.0
780198.0,9204602.0,7.0,1.191,5.878,3.487,3326.456,1.0,2.0,1440.0,4.697,1.0,,4.0
780198.0,9204607.0,7.0,1.191,5.878,3.487,3326.456,1.0,2.0,1440.0,4.697,1.0,,4.0
780198.0,9204612.0,7.0,1.17,9.365,3.476,3327.55,1.0,2.0,1436.0,7.934,-6.0,,4.0
779659.0,9218951.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779659.0,9218956.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779659.0,9218961.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779664.0,9218951.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779664.0,9218961.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779669.0,9218951.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779669.0,9218956.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
779669.0,9218961.0,6.0,1.191,7.97,2.594,3891.254,1.0,2.0,771.0,12.692,0.0,,4.0
